,log_redshift,log_mass,redshift,stellarMass,lastProgenitorId
0,0.0,0.0,0.0,0.020554543,ERROR
1,0.019736489815027125,-0.0734680003302804,0.019932542,0.01909858,1329000024
2,0.04056890297529183,-0.1123057677649557,0.041403063,0.018371053000000002,1329000024
3,0.06249900054116559,-0.15930252418483226,0.064493395,0.017527647,1329000024
4,0.0855241157313577,-0.23564960408505814,0.08928783,0.01623927,1329000024
5,0.10964635132940573,-0.33539001558171566,0.11588337,0.014697713999999999,1329000024
6,0.1348660028859176,-0.532226317839891,0.14438343,0.012071601000000001,1329000024
7,0.16118100337364286,-0.7821687014992562,0.17489761,0.009401914,1329000024
8,0.18859237902556894,-1.0406147515844073,0.20754863,0.0072606345999999995,1329000024
9,0.21710060141562096,-1.359150131792006,0.24246909,0.005280030400000001,1329000024
10,0.0,0.0,0.0,0.010526111000000001,1329000024
11,0.019736489815027125,0.0,0.019932542,0.010526111000000001,1373000022
12,0.04056890297529183,0.0,0.041403063,0.010526111000000001,1373000022
13,0.06249900054116559,0.0,0.064493395,0.010526111000000001,1373000022
14,0.0855241157313577,-0.022728414327872103,0.08928783,0.0102895675,1373000022
15,0.10964635132940573,-0.02998388714560113,0.11588337,0.010215182,1373000022
16,0.1348660028859176,-0.0305220546512759,0.14438343,0.010209685999999999,1373000022
17,0.16118100337364286,-0.049782152316581924,0.17489761,0.010014928000000001,1373000022
18,0.18859237902556894,-0.08495731120680454,0.20754863,0.009668775,1373000022
19,0.21710060141562096,-0.2051212400192855,0.24246909,0.008574028499999999,1373000022
20,0.0,0.0,0.0,0.01129695,1373000022
21,0.019736489815027125,-0.05054232569000559,0.019932542,0.010740165,1884000013
22,0.04056890297529183,-0.12215660660980263,0.041403063,0.009997911,1884000013
23,0.06249900054116559,-0.2287385562496246,0.064493395,0.008987136,1884000013
24,0.0855241157313577,-0.35544894242065506,0.08928783,0.007917566,1884000013
25,0.10964635132940573,-0.45584298057432343,0.11588337,0.0071612876,1884000013
26,0.1348660028859176,-0.5715921357575934,0.14438343,0.006378549,1884000013
27,0.16118100337364286,-0.7250584218218159,0.17489761,0.005471070799999999,1884000013
28,0.18859237902556894,-0.9153542583270078,0.20754863,0.0045230137,1884000013
29,0.21710060141562096,-1.1355865892629062,0.24246909,0.0036289603,1884000013
30,0.0,0.0,0.0,0.01101459,1884000013
31,0.019736489815027125,-0.19066352692238894,0.019932542,0.009102574,2002000019
32,0.04056890297529183,-0.26189286916251847,0.041403063,0.0084767565,2002000019
33,0.06249900054116559,-0.34536299516062186,0.064493395,0.0077979257,2002000019
34,0.0855241157313577,-0.4457204439954199,0.08928783,0.0070533333,2002000019
35,0.10964635132940573,-0.5504478850370236,0.11588337,0.00635202,2002000019
36,0.1348660028859176,-0.6123765987332267,0.14438343,0.0059705805,2002000019
37,0.16118100337364286,-0.6367490173486753,0.17489761,0.005826822,2002000019
38,0.18859237902556894,-0.723815813576902,0.20754863,0.0053409575,2002000019
39,0.21710060141562096,-0.796990679294906,0.24246909,0.0049640904,2002000019
40,0.0,0.0,0.0,0.050336335,2002000019
41,0.019736489815027125,0.0,0.019932542,0.050336335,20001397
42,0.04056890297529183,0.0,0.041403063,0.050336335,20001397
43,0.06249900054116559,0.0,0.064493395,0.050336335,20001397
44,0.0855241157313577,0.0,0.08928783,0.050336335,20001397
45,0.10964635132940573,0.0,0.11588337,0.050336335,20001397
46,0.1348660028859176,0.0,0.14438343,0.050336335,20001397
47,0.16118100337364286,-0.014353558769454633,0.17489761,0.04961899,20001397
48,0.18859237902556894,-0.014353558769454633,0.20754863,0.04961899,20001397
49,0.21710060141562096,-0.014353558769454633,0.24246909,0.04961899,20001397
50,0.0,0.0,0.0,0.0052894032999999995,20001397
51,0.019736489815027125,-0.20561434621803132,0.019932542,0.0043063518,962000010
52,0.04056890297529183,-0.2610133122617628,0.041403063,0.0040742721999999995,962000010
53,0.06249900054116559,-0.35607470802459373,0.064493395,0.0037048054,962000010
54,0.0855241157313577,-0.4363033401814318,0.08928783,0.0034191846000000002,962000010
55,0.10964635132940573,-0.6641023788074129,0.11588337,0.0027226429,962000010
56,0.16118100337364286,-1.1569397381900286,0.17489761,0.0016632370000000001,962000010
57,0.0,0.0,0.0,0.0003071689,962000010
58,0.019736489815027125,0.0,0.019932542,0.0003071689,1911000019
59,0.04056890297529183,0.0,0.041403063,0.0003071689,1911000019
60,0.06249900054116559,0.0,0.064493395,0.0003071689,1911000019
61,0.0855241157313577,0.0,0.08928783,0.0003071689,1911000019
62,0.10964635132940573,0.0,0.11588337,0.0003071689,1911000019
63,0.1348660028859176,0.0,0.14438343,0.0003071689,1911000019
64,0.16118100337364286,0.0,0.17489761,0.0003071689,1911000019
65,0.18859237902556894,0.0,0.20754863,0.0003071689,1911000019
66,0.21710060141562096,0.0,0.24246909,0.0003071689,1911000019
67,0.0,0.0,0.0,0.0027906990000000002,1911000019
68,0.019736489815027125,-0.19168303357550553,0.019932542,0.0023039132,1940000016
69,0.04056890297529183,-0.409982500286347,0.041403063,0.0018520804999999998,1940000016
70,0.06249900054116559,-0.44446046656277893,0.064493395,0.0017893128,1940000016
71,0.0855241157313577,-0.45024299807287105,0.08928783,0.0017789958999999999,1940000016
72,0.10964635132940573,-0.4548746852800978,0.11588337,0.0017707751999999999,1940000016
73,0.1348660028859176,-0.4605428764822226,0.14438343,0.0017607665,1940000016
74,0.16118100337364286,-0.4663897266516409,0.17489761,0.0017505016,1940000016
75,0.18859237902556894,-0.6411165077863886,0.20754863,0.0014698723999999998,1940000016
