,log_redshift,log_mass,redshift,m_Crit200,lastProgenitorId
0,0.0,0.0,0.0,5010.7429999999995,ERROR
1,0.019736489815027125,-0.0040961948796587495,0.019932542,4990.26,1000020003314
2,0.04056890297529183,-0.03889507555782706,0.041403063,4819.5913,1000020003314
3,0.06249900054116559,-0.061469787462577495,0.064493395,4712.0093,1000020003314
4,0.0855241157313577,-0.06366397553465991,0.08928783,4701.6816,1000020003314
5,0.10964635132940573,-0.05742309201655559,0.11588337,4731.116,1000020003314
6,0.1348660028859176,-0.006288943993339886,0.14438343,4979.3296,1000020003314
7,0.16118100337364286,0.03395827951107619,0.17489761,5183.8213,1000020003314
8,0.18859237902556894,0.04705477515214476,0.20754863,5252.1577,1000020003314
9,0.21710060141562096,0.04299902520492805,0.24246909,5230.8994,1000020003314
10,0.24670522219199464,0.04442941902367994,0.2798018,5238.387,1000020003314
11,0.27740703711281667,0.033426889325516025,0.31970343,5181.0674,1000020003314
12,0.3092040076554107,0.02774619907300193,0.36234027,5151.7188,1000020003314
13,0.3420988347307431,-0.004354972393048599,0.40789944,4988.9688,1000020003314
14,0.3760893272505181,-0.058715503691929925,0.45657724,4725.0054,1000020003314
15,0.41117636777153577,-0.12474633889408338,0.5085914,4423.087,1000020003314
16,0.44735955134965566,-0.12796215765582344,0.5641765999999999,4408.8859999999995,1000020003314
17,0.4846398084030398,-0.03739613457773749,0.6235901,4826.821,1000020003314
18,0.5230162946674007,-0.07485602981880564,0.6871088000000001,4649.3535,1000020003314
19,0.5624891644039385,-0.12521342950871206,0.75503564,4421.0215,1000020003314
20,0.6030578533559683,-0.2146559125971344,0.8276991,4042.7627,1000020003314
21,0.6447247087833795,-0.6373961837065578,0.9054624,2649.0154,1000020003314
22,0.6874852520511044,-0.8045567080906518,0.98870814,2241.236,1000020003314
23,0.7313454962430057,-0.9021350786947189,1.0778745,2032.8711,1000020003314
24,0.7763005834619792,-0.8529820664804292,1.173417,2135.2893,1000020003314
25,0.8223519392883692,-0.8775044625270005,1.2758462,2083.5637,1000020003314
26,0.8695001691685132,-0.9402792918777573,1.3857181,1956.7891,1000020003314
27,0.9177442749683676,-1.150900372931277,1.5036365,1585.1576,1000020003314
28,0.9670867686496291,-2.1037116371552216,1.6302707,611.3244599999999,1000020003314
29,1.0175237009192994,-1.864784469985964,1.7663360000000001,776.3124,1000020003314
30,1.0690573800856518,-1.846657131673931,1.9126327,790.5132,1000020003314
31,1.1216864866407106,-1.9408899846387866,2.0700274,719.423,1000020003314
32,1.175414520898475,-2.1176047276170507,2.2394855,602.89,1000020003314
33,1.2302380333651295,-2.4236799601842756,2.422044,443.92672999999996,1000020003314
34,1.2861594459758827,-2.4719370478405294,2.6188613999999997,423.0128,1000020003314
35,1.3431735544795838,-2.507980772144361,2.8311827000000003,408.03735,1000020003314
36,1.4012861702591275,-2.6722009563042652,3.060419,346.2422,1000020003314
37,1.4604964609863174,-2.8401593493186854,3.3080977999999996,292.70935,1000020003314
38,1.5208044933724845,-3.1511432743655727,3.575905,214.47565,1000020003314
39,1.5822070552246459,-3.8987143951665053,3.8656828,101.55749499999999,1000020003314
40,1.772992635312652,-5.337194494687008,4.888449,24.098389,1000020003314
41,1.8387756163148374,-5.9350315671184894,5.288833599999999,13.254113,1000020003314
42,1.905663078520301,-6.308545064031632,5.7238646,9.122961,1000020003314
43,1.9736411515136238,-6.709304290365499,6.1968336,6.1106625,1000020003314
44,2.042723938132173,-7.080163817529867,6.7115865,4.217218,1000020003314
45,2.11289904478054,-7.334398014570887,7.272188000000001,3.2704953999999997,1000020003314
46,2.1841622464523227,-7.604688337984646,7.8832035000000005,2.4959043999999997,1000020003314
47,0.0,0.0,0.0,2492.5479,1000020003314
48,0.019736489815027125,0.0036534682722045675,0.019932542,2501.6710000000003,1000021001401
49,0.04056890297529183,0.013240249269016425,0.041403063,2525.7693,1000021001401
