,log_redshift,log_mass,redshift,m_Crit200,lastProgenitorId
0,0.0,0.0,0.0,0.9467224,ERROR
1,0.019736489815027125,0.0,0.019932542,0.9467224,1329000024
2,0.04056890297529183,0.2411619587341266,0.041403063,1.2049193,1329000024
3,0.06249900054116559,0.2411619587341266,0.064493395,1.2049193,1329000024
4,0.0855241157313577,0.08701130657123778,0.08928783,1.0327879999999998,1329000024
5,0.10964635132940573,0.16705404403717158,0.11588337,1.1188537,1329000024
6,0.1348660028859176,0.31015493534567856,0.14438343,1.2909851,1329000024
7,0.16118100337364286,0.5465436563339499,0.17489761,1.6352476999999999,1329000024
8,0.18859237902556894,0.49247641467940223,0.20754863,1.549182,1329000024
9,0.21710060141562096,0.2411619587341266,0.24246909,1.2049193,1329000024
10,0.0,0.0,0.0,0.9467224,1329000024
11,0.019736489815027125,0.16705404403717158,0.019932542,1.1188537,1373000022
12,0.04056890297529183,0.5465436563339499,0.041403063,1.6352476999999999,1373000022
13,0.06249900054116559,0.2411619587341266,0.064493395,1.2049193,1373000022
14,0.0855241157313577,0.7375989063907493,0.08928783,1.9795104,1373000022
15,0.10964635132940573,0.7375989063907493,0.11588337,1.9795104,1373000022
16,0.1348660028859176,0.5978370271625162,0.14438343,1.7213135,1373000022
17,0.16118100337364286,0.3746934758483063,0.17489761,1.3770508,1373000022
18,0.18859237902556894,0.5465436563339499,0.20754863,1.6352476999999999,1373000022
19,0.21710060141562096,1.03609187376197,0.24246909,2.6680357000000003,1373000022
20,0.0,0.0,0.0,0.9467224,1373000022
21,0.019736489815027125,0.5978370271625162,0.019932542,1.7213135,1884000013
22,0.04056890297529183,0.49247641467940223,0.041403063,1.549182,1884000013
23,0.06249900054116559,0.43531804640429594,0.064493395,1.4631163999999999,1884000013
24,0.0855241157313577,0.7801584871311831,0.08928783,2.0655759999999996,1884000013
25,0.10964635132940573,0.6931471805599453,0.11588337,1.8934448,1884000013
26,0.1348660028859176,0.6931471805599453,0.14438343,1.8934448,1884000013
27,0.16118100337364286,0.49247641467940223,0.17489761,1.549182,1884000013
28,0.18859237902556894,0.0,0.20754863,0.9467224,1884000013
29,0.21710060141562096,0.16705404403717158,0.24246909,1.1188537,1884000013
30,0.0,0.0,0.0,0.9467224,1884000013
31,0.019736489815027125,-0.09531016501646306,0.019932542,0.86065674,2002000019
32,0.04056890297529183,0.0,0.041403063,0.9467224,2002000019
33,0.06249900054116559,0.31015493534567856,0.064493395,1.2909851,2002000019
34,0.0855241157313577,0.3746934758483063,0.08928783,1.3770508,2002000019
35,0.10964635132940573,0.31015493534567856,0.11588337,1.2909851,2002000019
36,0.1348660028859176,0.2411619587341266,0.14438343,1.2049193,2002000019
37,0.16118100337364286,0.16705404403717158,0.17489761,1.1188537,2002000019
38,0.18859237902556894,0.0,0.20754863,0.9467224,2002000019
39,0.21710060141562096,-0.6061358739887075,0.24246909,0.5163939999999999,2002000019
40,0.0,0.0,0.0,0.86065674,2002000019
41,0.019736489815027125,0.33647212375058966,0.019932542,1.2049193,20000901
42,0.04056890297529183,0.4700036408647695,0.041403063,1.3770508,20000901
43,0.06249900054116559,0.5877865796958655,0.064493395,1.549182,20000901
44,0.0855241157313577,0.5877865796958655,0.08928783,1.549182,20000901
45,0.10964635132940573,0.5877865796958655,0.11588337,1.549182,20000901
46,0.1348660028859176,0.7419373148518605,0.14438343,1.8073791000000001,20000901
47,0.0,0.0,0.0,0.774591,20000901
48,0.019736489815027125,0.0,0.019932542,0.774591,962000010
49,0.04056890297529183,-0.11778293883109592,0.041403063,0.6885254,962000010
50,0.06249900054116559,-0.25131442274803234,0.064493395,0.60245967,962000010
51,0.0855241157313577,0.0,0.08928783,0.774591,962000010
52,0.10964635132940573,0.0,0.11588337,0.774591,962000010
53,0.24670522219199464,-0.4054651081081646,0.2798018,0.5163939999999999,962000010
54,0.27740703711281667,-0.25131442274803234,0.31970343,0.60245967,962000010
55,0.0,0.0,0.0,0.86065674,962000010
56,0.019736489815027125,0.0,0.019932542,0.86065674,1911000019
57,0.04056890297529183,-0.22314353969517584,0.041403063,0.6885254,1911000019
58,0.06249900054116559,0.0953101650164632,0.064493395,0.9467224,1911000019
59,0.0855241157313577,0.33647212375058966,0.08928783,1.2049193,1911000019
60,0.10964635132940573,-0.10536060086407986,0.11588337,0.774591,1911000019
61,0.1348660028859176,-0.10536060086407986,0.14438343,0.774591,1911000019
62,0.16118100337364286,-0.10536060086407986,0.17489761,0.774591,1911000019
63,0.18859237902556894,-0.35667502361211223,0.20754863,0.60245967,1911000019
64,0.21710060141562096,-0.35667502361211223,0.24246909,0.60245967,1911000019
65,0.0,0.0,0.0,0.774591,1911000019
66,0.019736489815027125,-0.25131442274803234,0.019932542,0.60245967,1940000016
67,0.06249900054116559,0.0,0.064493395,0.774591,1940000016
68,0.0855241157313577,-0.11778293883109592,0.08928783,0.6885254,1940000016
69,0.10964635132940573,0.44183272461466966,0.11588337,1.2049193,1940000016
70,0.1348660028859176,0.7472144222144929,0.14438343,1.6352476999999999,1940000016
71,0.16118100337364286,0.980829253011726,0.17489761,2.0655759999999996,1940000016
72,0.18859237902556894,1.0216513095001662,0.20754863,2.1516417999999997,1940000016
73,0.21710060141562096,1.0216513095001662,0.24246909,2.1516417999999997,1940000016
74,0.0,0.0,0.0,0.86065674,1940000016
75,0.019736489815027125,-0.22314353969517584,0.019932542,0.6885254,1962000027
76,0.04056890297529183,0.0,0.041403063,0.86065674,1962000027
77,0.06249900054116559,-0.10536060086407986,0.064493395,0.774591,1962000027
