galaxyID,lastProgenitorId,descendantId,haloID,subHaloID,fofID,treeId,firstProgenitorId,nextProgenitorId,type,snapnum,redshift,centralMvir,phkey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,np,mvir,rvir,vvir,vmax,coldGas,stellarMass,bulgeMass,hotGas,ejectedMass,blackHoleMass,metalsColdGas,metalsStellarMass,metalsBulgeMass,metalsHotGas,metalsEjectedMass,sfr,sfrBulge,xrayLum,diskRadius,coolingRadius,mag_b,mag_v,mag_r,mag_i,mag_k,mag_bBulge,mag_vBulge,mag_rBulge,mag_iBulge,mag_kBulge,mag_bDust,mag_vDust,mag_rDust,mag_iDust,mag_kDust,massWeightedAge,random
1329000000,1329000024,-1,1329000000,63000000002056,63000000002056,1329000000,1329000001,-1,0,63,0.0,0.9467224,844,11.824126,12.025635,27.425426,20416,1,1,3,-217.45897,-29.831985,123.39114,59,0.9467224,0.03440229,34.402313,45.295673,0.39267352,0.020554543,0.0,0.0,0.13258387,0.0,9.1854203E-4,2.2681936E-5,0.0,0.0,1.4046318E-4,0.13282654,0.0,0.0,0.02081707,0.03440229,-17.28039,-17.553293,-17.911045,-18.231674,-19.176052,99.0,99.0,99.0,99.0,99.0,-17.275545,-17.549557,-17.908146,-18.229607,-19.175467,2.0353138,346
1329000001,1329000024,1329000000,1329000001,62000000002136,62000000002136,1329000000,1329000002,-1,0,62,0.019932542,0.9467224,844,11.869753,12.031443,27.411224,20416,1,1,3,-217.62576,-31.948694,124.32551,56,0.9467224,0.034229174,34.489197,43.391495,0.40306962,0.01909858,0.0,0.0,0.12364372,0.0,8.652619E-4,1.942391E-5,0.0,0.0,1.2037172E-4,0.063382685,0.0,0.0,0.032348443,0.034229174,-16.991308,-17.329723,-17.724314,-18.064528,-19.031794,99.0,99.0,99.0,99.0,99.0,-16.989923,-17.328594,-17.723406,-18.06387,-19.0316,1.916934,378
1329000002,1329000024,1329000001,1329000002,61000000002123,61000000002123,1329000000,1329000003,-1,0,61,0.041403063,1.2049193,837,11.931566,12.027639,27.315653,20196,1,1,3,-217.1698,-31.127752,123.67554,56,1.2049193,0.036888357,37.480408,44.98255,0.40826458,0.018371053,0.0,0.0,0.11917644,0.0,8.378854E-4,1.7898255E-5,0.0,0.0,1.10982575E-4,0.07041529,0.0,0.0,0.031059,0.036888357,-17.087244,-17.402184,-17.778933,-18.10669,-19.041727,99.0,99.0,99.0,99.0,99.0,-17.085554,-17.400845,-17.777872,-18.105925,-19.041508,1.7115043,731
1329000003,1329000024,1329000002,1329000003,60000000001963,60000000001963,1329000000,1329000004,-1,0,60,0.064493395,1.2049193,837,11.968844,12.031222,27.296888,20196,1,1,3,-217.68178,-31.900759,125.89668,67,1.2049193,0.036662456,37.5957,47.21459,0.41428676,0.017527647,0.0,0.0,0.11399767,0.0,8.055412E-4,1.6215221E-5,0.0,0.0,1.0062022E-4,0.10344657,0.0,0.0,0.026008382,0.036662456,-17.261885,-17.53051,-17.875912,-18.183182,-19.071785,99.0,99.0,99.0,99.0,99.0,-17.259779,-17.528833,-17.874582,-18.182222,-19.071507,1.4990453,199
1329000004,1329000024,1329000003,1329000004,59000000002052,59000000002052,1329000000,1329000005,-1,0,59,0.08928783,1.032788,837,12.0213585,12.060068,27.342188,20196,1,1,3,-218.45663,-30.187872,128.1707,62,1.032788,0.03459131,35.833733,46.045437,0.42348623,0.01623927,0.0,0.0,0.10608659,0.0,7.548991E-4,1.3819933E-5,0.0,0.0,8.5848274E-5,0.119410984,0.0,0.0,0.024288215,0.03459131,-17.352804,-17.588497,-17.909355,-18.200724,-19.048899,99.0,99.0,99.0,99.0,99.0,-17.350863,-17.586916,-17.908085,-18.199802,-19.04863,1.3067081,759
1329000005,1329000024,1329000004,1329000005,58000000002077,58000000002077,1329000000,1329000006,-1,0,58,0.11588337,1.1188537,837,12.075227,12.073206,27.308048,20196,1,1,3,-214.65863,-30.2355,125.75498,61,1.1188537,0.035263013,36.940002,49.76155,0.43449348,0.014697714,0.0,0.0,0.09662089,0.0,6.923785E-4,1.1225608E-5,0.0,0.0,6.982873E-5,0.19686486,0.0,0.0,0.018212255,0.035263013,-17.547369,-17.72307,-18.003542,-18.267574,-19.055761,99.0,99.0,99.0,99.0,99.0,-17.544321,-17.720581,-18.00154,-18.266123,-19.055336,1.1171242,386
1329000006,1329000024,1329000005,1329000006,57000000001995,57000000001995,1329000000,1329000007,-1,0,57,0.14438343,1.2909851,837,12.127973,12.086189,27.272816,20196,1,1,3,-215.63675,-29.410917,127.294716,67,1.2909851,0.0366841,38.903767,52.689854,0.4532449,0.012071601,0.0,0.0,0.08049565,0.0,5.812097E-4,7.472745E-6,0.0,0.0,4.6533907E-5,0.19428845,0.0,0.0,0.019564904,0.0366841,-17.442657,-17.594263,-17.8565,-18.105064,-18.843836,99.0,99.0,99.0,99.0,99.0,-17.44034,-17.592415,-17.85503,-18.104004,-18.843525,1.004345,454
1329000007,1329000024,1329000006,1329000007,56000000002097,56000000002097,1329000000,1329000008,-1,0,56,0.17489761,1.6352477,837,12.182863,12.102587,27.234592,20196,1,1,3,-214.79674,-27.117247,127.64065,58,1.6352477,0.039336007,42.28308,44.96912,0.47230738,0.009401914,0.0,0.0,0.06410283,0.0,4.6233647E-4,4.4774006E-6,0.0,0.0,2.7892705E-5,0.15173203,0.0,0.0,0.024338743,0.039336007,-17.20615,-17.343004,-17.589882,-17.825089,-18.512913,99.0,99.0,99.0,99.0,99.0,-17.204975,-17.342094,-17.589169,-17.824581,-18.512764,0.9119488,491
1329000008,1329000024,1329000007,1329000008,55000000002043,55000000002043,1329000000,1329000009,-1,0,55,0.20754863,1.549182,837,12.245075,12.11815,27.185923,20196,1,1,3,-213.20013,-25.350704,127.62759,60,1.549182,0.038253702,41.733467,45.924755,0.48759687,0.0072606346,0.0,0.0,0.05095463,0.0,3.6286522E-4,2.6465002E-6,0.0,0.0,1.6496033E-5,0.13705783,0.0,0.0,0.026559636,0.038253702,-17.0591,-17.152653,-17.361536,-17.571245,-18.184778,99.0,99.0,99.0,99.0,99.0,-17.058569,-17.152227,-17.361197,-17571,-18.184706,0.7912844,764
1329000009,1329000024,1329000008,1329000009,54000000002125,54000000002125,1329000000,1329000010,-1,0,54,0.24246909,1.2049193,837,12.313632,12.1335335,27.13969,20196,1,1,3,-213.6507,-26.69626,128.41632,57,1.2049193,0.034800746,38.588215,46.928318,0.5017391,0.0052800304,0.0,0.0,0.03879303,0.0,2.6770454E-4,1.3925703E-6,0.0,0.0,8.668365E-6,0.14811903,0.0,0.0,0.025691897,0.034800746,-16.953194,-16.997084,-17.174374,-17.36535,-17.930561,99.0,99.0,99.0,99.0,99.0,-16.952868,-16.996824,-17.174166,-17.365202,-17.93052,0.67513585,954
